,id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated
62,blackrock-usd-institutional-digital-liquidity-fund,buidl,BlackRock USD Institutional Digital Liquidity Fund,https://coin-images.coingecko.com/coins/images/36291/large/blackrock.png?1711013223,1.0,1718966331,63,1718966331,0.0,1.0,1.0,0.0,0.0,-9.53674316406e-07,0.0,1718966331.450448,1718966331.450448,,1.0,0.0,2025-02-12T05:00:10.912Z,1.0,0.0,2025-02-12T05:45:10.196Z,,2026-01-19T09:20:05.237Z
63,ondo-finance,ondo,Ondo,https://coin-images.coingecko.com/coins/images/26580/large/ONDO.png?1696525656,0.339221,1653011655,64,3394741034,165890570.0,0.383273,0.336342,-0.04405251872882204,-11.49377,442087629.0,36.50829,4869330647.0,10000000000.0,10000000000.0,2.14,-84.14973,2024-12-16T00:36:00.777Z,0.082171,312.82276,2024-01-18T12:14:30.524Z,,2026-01-19T09:24:49.985Z
64,htx-dao,htx,HTX DAO,https://coin-images.coingecko.com/coins/images/35491/large/Frame_1321318576.png?1708908626,1.76e-06,1614139129,65,1614139129,20814275.0,1.78e-06,1.75e-06,-6.876943344e-09,-0.38881,-7032182.125398397,-0.43377,916533066327098.8,916533066327098.8,999990000000000.0,3.75e-06,-53.05512,2024-12-04T00:16:20.770Z,8.00816e-07,119.91763,2024-08-05T13:31:33.427Z,,2026-01-19T09:24:47.756Z
65,wrapped-solana,sol,Wrapped SOL,https://coin-images.coingecko.com/coins/images/21629/large/solana.jpg?1696520989,133.79,1613303311,66,1613303311,640267357.0,142.98,132.85,-8.557030579907064,-6.01124,-84204093.08946967,-4.96046,12065801.42628613,12065801.42628613,,290.3,-53.9379,2025-01-19T11:20:39.814Z,8.11,1548.69917,2022-12-29T20:45:41.226Z,,2026-01-19T09:24:55.357Z
66,global-dollar,usdg,Global Dollar,https://coin-images.coingecko.com/coins/images/51281/large/GDN_USDG_Token_200x200.png?1730484111,0.999698,1600523693,67,1600523693,26658306.0,0.999828,0.99948,2.93e-06,0.00029,12465268.0,0.78494,1601027920.98544,1601027920.98544,,1.65,-39.57736,2025-01-30T00:11:05.728Z,0.907561,10.15258,2024-11-11T23:55:50.604Z,,2026-01-19T09:24:47.304Z
67,pi-network,pi,Pi Network,https://coin-images.coingecko.com/coins/images/54342/large/pi_network.jpg?1739347576,0.188384,1578716898,68,2428795228,31092627.0,0.204198,0.181753,-0.015270004033361678,-7.49801,-128951639.81145859,-7.55133,8383288945.762151,12897367608.86484,100000000000.0,2.99,-93.6945,2025-02-26T16:41:03.732Z,0.172081,9.47392,2025-10-10T21:25:41.582Z,,2026-01-19T09:24:50.491Z
68,jupiter-perpetuals-liquidity-provider-token,jlp,Jupiter Perpetuals Liquidity Provider Token,https://coin-images.coingecko.com/coins/images/33094/large/jlp.png?1700631386,4.74,1561142975,69,1561139249,18279848.0,4.91,4.72,-0.15493209337087777,-3.16594,-54314477.25499916,-3.36217,329480798.560366,329480012.173365,,5.99,-20.86918,2025-10-06T17:35:59.480Z,0.146839,3126.65952,2023-11-24T05:55:06.706Z,,2026-01-19T09:24:48.298Z
69,ethena,ena,Ethena,https://coin-images.coingecko.com/coins/images/36530/large/ethena.png?1711701436,0.194282,1547024440,70,2916048424,263796940.0,0.219297,0.190999,-0.021586786814141695,-9.99994,-170824722.15919685,-9.9441,7957812500.0,15000000000.0,15000000000.0,1.52,-87.19641,2024-04-11T13:15:15.057Z,0.190999,1.739,2026-01-19T00:31:50.315Z,,2026-01-19T09:24:47.235Z
70,aster-2,aster,Aster,https://coin-images.coingecko.com/coins/images/69040/large/_ASTER.png?1757326782,0.629425,1543583964,71,4984221798,293666625.0,0.720197,0.609483,-0.08723304171664081,-12.17219,-214726719.44052362,-12.2121,2453439672.0,7922139499.897906,8000000000.0,2.41,-73.86906,2025-09-24T11:18:14.634Z,0.099713,531.23407,2025-09-17T12:05:36.771Z,,2026-01-19T09:24:54.801Z
71,hash-2,hash,Provenance Blockchain,https://coin-images.coingecko.com/coins/images/66154/large/Hastra_Icon.png?1748497203,0.0282966,1517317905,72,2830074168,27139.0,0.02912968,0.02669744,-0.000525456405536657,-1.82311,-26828389.56762743,-1.73743,53614068586.0,100000000000.0,100000000000.0,0.060147,-52.94733,2025-09-14T16:52:41.627Z,0.00976953,189.68387,2025-12-04T22:25:33.898Z,,2026-01-19T09:24:47.615Z
72,pump-fun,pump,Pump.fun,https://coin-images.coingecko.com/coins/images/67164/large/pump.jpg?1751949376,0.00252317,1488362357,73,2522620863,192046154.0,0.00276417,0.00244089,-0.000220623820083694,-8.04082,-131741946.25872207,-8.1317,590000000000.0,999989217683.3463,1000000000000.0,0.00881908,-71.3896,2025-09-14T16:42:40.248Z,0.00168627,49.6305,2025-12-24T03:14:28.269Z,,2026-01-19T09:24:55.079Z
73,hashnote-usyc,usyc,Circle USYC,https://coin-images.coingecko.com/coins/images/51054/large/Hashnote_SDYC_200x200.png?1730370965,1.11,1480824874,74,1480824874,1334.85,,,,,,,1331230596.733229,1331230596.733229,,1.12,-0.39829,2025-03-04T19:26:50.778Z,1.026,8.40755,2024-12-05T22:31:20.475Z,,2026-01-16T07:20:42.577Z
74,sky,sky,Sky,https://coin-images.coingecko.com/coins/images/39925/large/sky.jpg?1724827980,0.06452,1478459593,75,1510516020,14239146.0,0.064691,0.062836,0.00038233,0.59611,5869173.0,0.39856,22964736482.249714,23462665147.36596,23462665147.3,0.100535,-35.97399,2024-12-04T10:13:57.264Z,0.03582727,79.66396,2025-02-03T05:01:48.626Z,,2026-01-19T09:24:51.641Z
75,kucoin-shares,kcs,KuCoin,https://coin-images.coingecko.com/coins/images/1047/large/sa9z79.png?1696502152,11.13,1470354697,76,1581614540,3013829.0,11.56,11.05,-0.35910454529673785,-3.12492,-47994033.038691044,-3.16094,132155021.7355671,142155021.7355671,,28.83,-61.41356,2021-12-01T15:09:35.541Z,0.342863,3144.5688,2019-02-07T00:00:00.000Z,,2026-01-19T09:24:48.428Z
76,polygon-ecosystem-token,pol,POL (ex-MATIC),https://coin-images.coingecko.com/coins/images/32440/large/pol.png?1759114181,0.137674,1456004315,77,1456004315,136892620.0,0.144726,0.132208,-0.004504919503484028,-3.16849,-47947814.92018509,-3.18812,10575252177.2364,10575252177.2364,,1.29,-89.30501,2024-03-13T18:55:06.692Z,0.09847,39.8441,2026-01-01T04:57:01.621Z,,2026-01-19T09:24:50.845Z
77,binance-staked-sol,bnsol,Binance Staked SOL,https://coin-images.coingecko.com/coins/images/40132/large/bnsol.png?1725968367,146.54,1437655712,78,1437655712,3821163.0,156.35,144.15,-9.156937961779306,-5.8812,-93240102.75122046,-6.09056,9825658.379661,9825658.379661,,297.96,-50.89159,2025-01-19T11:30:53.744Z,100.21,46.01411,2025-04-07T06:56:20.488Z,,2026-01-19T09:24:55.394Z
78,ripple-usd,rlusd,Ripple USD,https://coin-images.coingecko.com/coins/images/39651/large/RLUSD_200x200_%281%29.png?1727376633,0.999641,1404963662,79,1404963662,43796575.0,0.999821,0.999317,0.00014517,0.01452,92323.0,0.00657,1405456101.329284,1405456101.329284,,1.073,-6.81968,2024-12-26T10:45:52.337Z,0.962292,3.88275,2024-12-18T04:40:40.880Z,,2026-01-19T09:24:51.157Z
79,syrupusdc,syrupusdc,syrupUSDC,https://coin-images.coingecko.com/coins/images/54658/large/syrupUSDC.png?1761824955,1.15,1374942292,80,1374942292,7831172.0,1.15,1.15,0.00016715,0.01457,-2642845.1420903206,-0.19185,1198592526.965224,1198592526.965224,,1.15,-0.61411,2026-01-11T17:56:46.390Z,1.055,8.78324,2025-08-01T06:27:19.933Z,,2026-01-19T09:24:52.425Z
80,wbnb,wbnb,Wrapped BNB,https://coin-images.coingecko.com/coins/images/12591/large/binance-coin-logo.png?1696512401,925.26,1365207652,81,1365207652,584548620.0,952.78,909.26,-20.533304887834674,-2.17101,-29843958.869519234,-2.13927,1476350.175438094,1476350.175438094,,1372.03,-32.6052,2025-10-13T08:47:24.374Z,23.6,3817.61629,2020-09-24T13:48:40.532Z,,2026-01-19T09:24:54.776Z
81,worldcoin-wld,wld,Worldcoin,https://coin-images.coingecko.com/coins/images/31069/large/worldcoin.jpeg?1696529903,0.492417,1346803787,82,4924346042,152626240.0,0.5453,0.482239,-0.04990629011704911,-9.20232,-136543012.98496866,-9.20506,2734990140.712168,10000000000.0,10000000000.0,11.74,-95.80588,2024-03-10T00:10:42.330Z,0.471186,4.50568,2025-12-31T19:02:13.946Z,,2026-01-19T09:24:54.301Z
82,rocket-pool-eth,reth,Rocket Pool ETH,https://coin-images.coingecko.com/coins/images/20764/large/reth.png?1696520159,3708.93,1336300036,83,1336300036,569390.0,3888.1,3687.0,-125.43637133334369,-3.27137,-45350233.68747115,-3.28232,360355.8482530634,360355.8482530634,,5618.08,-34.02553,2025-08-24T19:25:20.811Z,887.26,317.74513,2022-06-18T20:55:45.957Z,,2026-01-19T09:24:51.181Z
83,bfusd,bfusd,BFUSD,https://coin-images.coingecko.com/coins/images/68227/large/bfusd.png?1755132827,0.999043,1318715143,84,1318715143,9100314.0,0.999101,0.998767,5.782e-05,0.00579,73481.0,0.00557,1320000000.0,1320000000.0,,1.007,-0.78275,2025-10-10T21:40:40.468Z,0.99712,0.19283,2025-11-07T12:33:03.134Z,,2026-01-19T09:24:54.816Z
84,binance-bridged-usdc-bnb-smart-chain,usdc,Binance Bridged USDC (BNB Smart Chain),https://coin-images.coingecko.com/coins/images/35220/large/USDC.jpg?1707919050,0.999704,1288560662,85,1288560662,248819869.0,1.005,0.996111,1.18e-06,0.00012,-55107.54524683952,-0.00428,1288999879.839804,1288999879.839804,,1.031,-3.06132,2024-03-05T20:15:29.285Z,0.942892,6.00329,2024-12-05T22:30:25.440Z,,2026-01-19T09:24:56.176Z
85,aptos,apt,Aptos,https://coin-images.coingecko.com/coins/images/26455/large/Aptos-Network-Symbol-Black-RGB-1x.png?1761789140,1.62,1234741709,86,1927875709,162346603.0,1.85,1.6,-0.20382183300665413,-11.20086,-155229613.65330005,-11.16783,764053027.6622816,1192961460.697339,,19.92,-91.88754,2023-01-26T14:25:17.390Z,1.42,13.56323,2025-12-18T20:00:59.351Z,,2026-01-19T09:24:54.554Z
86,quant-network,qnt,Quant,https://coin-images.coingecko.com/coins/images/3370/large/5ZOu7brX_400x400.jpg?1696504070,81.61,1187981337,87,1193561518,29339795.0,83.67,76.69,0.399459,0.4919,9191405.0,0.77973,14544176.164081175,14612493.0,14612493.0,427.42,-80.87702,2021-09-11T09:15:00.668Z,0.215773,37780.4445,2018-08-23T00:00:00.000Z,"{'times': 9.934137099072379, 'currency': 'eth', 'percentage': 993.413709907238}",2026-01-19T09:24:51.049Z
87,kelp-dao-restaked-eth,rseth,Kelp DAO Restaked ETH,https://coin-images.coingecko.com/coins/images/33800/large/Icon___Dark.png?1702991855,3411.82,1182328927,88,1182328927,538501.0,3571.75,3392.46,-110.64215294253245,-3.14105,-38696076.69435263,-3.16915,346615.7954831146,346615.7954831146,,5190.42,-34.3064,2025-08-24T19:13:49.359Z,1029.61,231.17208,2025-09-02T07:53:14.684Z,,2026-01-19T09:24:48.544Z
88,cosmos,atom,Cosmos Hub,https://coin-images.coingecko.com/coins/images/1481/large/cosmos_hub.png?1696502525,2.39,1171442093,89,1171442093,62792532.0,2.53,2.31,-0.10623453597996502,-4.25015,-50345183.45857692,-4.12062,488866081.154417,488866081.154417,,44.45,-94.60738,2022-01-17T00:34:41.497Z,1.16,106.62015,2020-03-13T02:27:44.591Z,"{'times': 22.93310751273804, 'currency': 'usd', 'percentage': 2293.310751273804}",2026-01-19T09:24:46.276Z
89,gatechain-token,gt,Gate,https://coin-images.coingecko.com/coins/images/8183/large/200X200.png?1735246724,10.09,1162025228,90,3026617764,2185170.0,10.36,10.02,-0.225491150470857,-2.18562,-26194454.454683304,-2.20451,115180573.04885802,300000000.0,,25.94,-61.10532,2025-01-25T03:07:37.823Z,0.25754,3817.46754,2020-03-13T02:18:02.481Z,,2026-01-19T09:24:47.182Z
90,kaspa,kas,Kaspa,https://coin-images.coingecko.com/coins/images/25751/large/kaspa-icon-exchanges.png?1696524837,0.04281311,1145183094,91,1160094120,27098377.0,0.04455932,0.04165678,-0.001323298584842487,-2.9982,-37454433.73258805,-3.16703,26777148610.50726,27125804439.12896,28704026601.0,0.207411,-79.38047,2024-08-01T00:40:47.164Z,0.00017105,24902.79142,2022-05-26T14:42:59.316Z,,2026-01-19T09:24:48.520Z
91,arbitrum,arb,Arbitrum,https://coin-images.coingecko.com/coins/images/16547/large/arb.jpg?1721358242,0.192713,1122954284,92,1927227923,174425922.0,0.220581,0.19065,-0.020988028931762853,-9.82123,-121712847.77808237,-9.77875,5826785045.0,10000000000.0,10000000000.0,2.39,-91.93668,2024-01-12T12:29:59.231Z,0.172637,11.64214,2025-12-18T20:02:28.978Z,,2026-01-19T09:24:54.742Z
92,usdd,usdd,USDD,https://coin-images.coingecko.com/coins/images/25380/large/UUSD.jpg?1696524513,0.999731,1114848810,93,1122655250,6420032.0,1.001,0.999295,-0.000905996952691557,-0.09054,729247.0,0.06546,1115047751.0,1122855584.0,,1.052,-4.94524,2023-10-23T22:45:25.398Z,0.928067,7.72974,2022-06-19T16:15:11.558Z,,2026-01-19T09:24:53.049Z
93,render-token,render,Render,https://coin-images.coingecko.com/coins/images/11636/large/rndr.png?1696511529,2.07,1076410959,94,1107042984,119658999.0,2.22,1.98,-0.10814892890808991,-4.95854,-57463149.15860939,-5.06786,518673261.0140741,533433434.2940741,644245094.0,13.53,-84.64432,2024-03-17T16:30:24.636Z,0.03665669,5569.75311,2020-06-16T13:22:25.900Z,,2026-01-19T09:24:51.209Z
94,algorand,algo,Algorand,https://coin-images.coingecko.com/coins/images/4380/large/download.png?1696504978,0.119476,1058952256,96,1058991316,45671955.0,0.129275,0.117143,-0.00927103849778349,-7.20096,-81039920.9434408,-7.10881,8856416051.534178,8856742722.296444,10000000000.0,3.56,-96.64091,2019-06-20T14:51:19.480Z,0.087513,36.69025,2023-09-11T19:42:08.247Z,"{'times': -0.9502182590914551, 'currency': 'usd', 'percentage': -95.0218259091455}",2026-01-19T09:24:54.017Z
95,dash,dash,Dash,https://coin-images.coingecko.com/coins/images/19/large/dash-logo.png?1696501423,83.59,1049530895,95,1049640131,892584093.0,90.47,76.59,0.993853,1.20326,11620315.0,1.11959,12555638.46295631,12556945.27310699,18920000.0,1493.59,-94.37897,2017-12-20T00:00:00.000Z,0.213899,39149.92888,2014-02-14T00:00:00.000Z,,2026-01-19T09:24:46.191Z
96,filecoin,fil,Filecoin,https://coin-images.coingecko.com/coins/images/12817/large/filecoin.png?1696512609,1.39,1028515669,97,2729522670,223583613.0,1.56,1.35,-0.13231310582430944,-8.67274,-97078310.01605892,-8.62463,737966004.0,1958448469.0,,236.84,-99.41105,2021-04-01T13:29:41.564Z,0.848008,64.4865,2025-10-10T21:26:46.200Z,,2026-01-19T09:24:47.182Z
97,ignition-fbtc,fbtc,Function FBTC,https://coin-images.coingecko.com/coins/images/39182/large/Function_Token_%282%29.png?1760254065,92765.0,1014664139,98,1014664139,100205.0,96273.0,89212.0,-2706.8265011614276,-2.83521,-30172837.12361753,-2.8878,10940.55422136,10940.55422136,,127954.0,-27.54059,2025-10-06T12:50:40.428Z,11469.83,708.33638,2024-09-10T18:18:02.102Z,,2026-01-19T09:24:47.880Z
98,lombard-staked-btc,lbtc,Lombard Staked BTC,https://coin-images.coingecko.com/coins/images/39969/large/LBTC_Logo.png?1724959872,93208.0,1002449007,99,1002449007,6352026.0,95619.0,92207.0,-1904.9844175066828,-2.00287,-18874272.753161907,-1.84802,10749.42301803,10749.42301803,,125812.0,-25.87692,2025-10-06T19:07:38.572Z,52119.0,78.92808,2024-09-06T21:01:52.094Z,,2026-01-19T09:24:48.696Z
99,official-trump,trump,Official Trump,https://coin-images.coingecko.com/coins/images/53746/large/trump.png?1737171561,4.96,992401403,100,4962007683,324065243.0,5.28,4.94,-0.29537790908775907,-5.61793,-59132815.802592516,-5.62348,199999973.087224,1000000000.0,1000000000.0,73.43,-93.24181,2025-01-19T11:50:34.806Z,4.29,15.65976,2025-01-18T03:40:29.231Z,,2026-01-19T09:24:50.081Z
